#Clinic,Clinic,#Doctor,Doctor,#Hospitalization reason,Hospitalization reason,#Follow up reason,Follow up reason
1,Région Ile de France,539,Dr LOPEZ Ilaine,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,539,Dr LOPEZ Ilaine,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,539,Dr LOPEZ Ilaine,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,539,Dr LOPEZ Ilaine,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1119,Dr LOPEZ Lou,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1119,Dr LOPEZ Lou,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1119,Dr LOPEZ Lou,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1119,Dr LOPEZ Lou,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1119,Dr LOPEZ Lou,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1119,Dr LOPEZ Lou,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1119,Dr LOPEZ Lou,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1119,Dr LOPEZ Lou,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1119,Dr LOPEZ Lou,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1119,Dr LOPEZ Lou,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1119,Dr LOPEZ Lou,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1119,Dr LOPEZ Lou,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1916,Dr LOPEZ SUBLET Marilucy,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1916,Dr LOPEZ SUBLET Marilucy,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1916,Dr LOPEZ SUBLET Marilucy,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1916,Dr LOPEZ SUBLET Marilucy,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1916,Dr LOPEZ SUBLET Marilucy,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1916,Dr LOPEZ SUBLET Marilucy,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1916,Dr LOPEZ SUBLET Marilucy,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1916,Dr LOPEZ SUBLET Marilucy,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1916,Dr LOPEZ SUBLET Marilucy,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1916,Dr LOPEZ SUBLET Marilucy,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1916,Dr LOPEZ SUBLET Marilucy,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1916,Dr LOPEZ SUBLET Marilucy,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,462,Dr LOPEZ ZARAGOZA Jose Luis,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,462,Dr LOPEZ ZARAGOZA Jose Luis,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,462,Dr LOPEZ ZARAGOZA Jose Luis,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,462,Dr LOPEZ ZARAGOZA Jose Luis,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,462,Dr LOPEZ ZARAGOZA Jose Luis,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,462,Dr LOPEZ ZARAGOZA Jose Luis,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,462,Dr LOPEZ ZARAGOZA Jose Luis,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,462,Dr LOPEZ ZARAGOZA Jose Luis,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,462,Dr LOPEZ ZARAGOZA Jose Luis,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,462,Dr LOPEZ ZARAGOZA Jose Luis,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,462,Dr LOPEZ ZARAGOZA Jose Luis,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,462,Dr LOPEZ ZARAGOZA Jose Luis,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,177,Dr LOREAU Chine,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,177,Dr LOREAU Chine,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,177,Dr LOREAU Chine,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,177,Dr LOREAU Chine,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,177,Dr LOREAU Chine,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,177,Dr LOREAU Chine,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,177,Dr LOREAU Chine,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,177,Dr LOREAU Chine,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,177,Dr LOREAU Chine,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,177,Dr LOREAU Chine,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,177,Dr LOREAU Chine,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,177,Dr LOREAU Chine,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1865,Dr LORILLON Gwenael,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1865,Dr LORILLON Gwenael,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1865,Dr LORILLON Gwenael,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1865,Dr LORILLON Gwenael,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1865,Dr LORILLON Gwenael,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1865,Dr LORILLON Gwenael,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1865,Dr LORILLON Gwenael,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1865,Dr LORILLON Gwenael,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1865,Dr LORILLON Gwenael,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1865,Dr LORILLON Gwenael,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1865,Dr LORILLON Gwenael,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1865,Dr LORILLON Gwenael,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1172,Dr LORUT Christine,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1172,Dr LORUT Christine,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1172,Dr LORUT Christine,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1172,Dr LORUT Christine,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1172,Dr LORUT Christine,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1172,Dr LORUT Christine,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1172,Dr LORUT Christine,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1172,Dr LORUT Christine,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1172,Dr LORUT Christine,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1172,Dr LORUT Christine,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1172,Dr LORUT Christine,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1172,Dr LORUT Christine,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1100,Dr LOUCHENE Latifa,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1100,Dr LOUCHENE Latifa,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1100,Dr LOUCHENE Latifa,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1100,Dr LOUCHENE Latifa,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1100,Dr LOUCHENE Latifa,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1100,Dr LOUCHENE Latifa,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1100,Dr LOUCHENE Latifa,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1100,Dr LOUCHENE Latifa,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1100,Dr LOUCHENE Latifa,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1100,Dr LOUCHENE Latifa,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1100,Dr LOUCHENE Latifa,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1100,Dr LOUCHENE Latifa,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1557,Dr LOUIS Zeina,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1557,Dr LOUIS Zeina,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1557,Dr LOUIS Zeina,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1557,Dr LOUIS Zeina,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1557,Dr LOUIS Zeina,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1557,Dr LOUIS Zeina,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1557,Dr LOUIS Zeina,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1557,Dr LOUIS Zeina,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1557,Dr LOUIS Zeina,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1557,Dr LOUIS Zeina,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1557,Dr LOUIS Zeina,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1557,Dr LOUIS Zeina,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1317,Dr LUCAS AMICHI Axelle,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1317,Dr LUCAS AMICHI Axelle,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1317,Dr LUCAS AMICHI Axelle,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1317,Dr LUCAS AMICHI Axelle,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1317,Dr LUCAS AMICHI Axelle,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1317,Dr LUCAS AMICHI Axelle,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1317,Dr LUCAS AMICHI Axelle,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1317,Dr LUCAS AMICHI Axelle,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1317,Dr LUCAS AMICHI Axelle,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1317,Dr LUCAS AMICHI Axelle,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1317,Dr LUCAS AMICHI Axelle,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1317,Dr LUCAS AMICHI Axelle,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1325,Dr LUCENAY Sonia,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1325,Dr LUCENAY Sonia,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1325,Dr LUCENAY Sonia,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1325,Dr LUCENAY Sonia,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1325,Dr LUCENAY Sonia,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1325,Dr LUCENAY Sonia,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1325,Dr LUCENAY Sonia,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1325,Dr LUCENAY Sonia,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1325,Dr LUCENAY Sonia,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1325,Dr LUCENAY Sonia,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1325,Dr LUCENAY Sonia,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1325,Dr LUCENAY Sonia,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,523,Dr LUK SAONA Helen,-1,(Non renseigné),1,Patient à risque
1,Région Ile de France,523,Dr LUK SAONA Helen,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,523,Dr LUK SAONA Helen,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,523,Dr LUK SAONA Helen,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,523,Dr LUK SAONA Helen,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,523,Dr LUK SAONA Helen,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,523,Dr LUK SAONA Helen,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,523,Dr LUK SAONA Helen,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,523,Dr LUK SAONA Helen,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,523,Dr LUK SAONA Helen,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,523,Dr LUK SAONA Helen,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,523,Dr LUK SAONA Helen,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,523,Dr LUK SAONA Helen,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1173,Dr LURIE Alain,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1173,Dr LURIE Alain,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1173,Dr LURIE Alain,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1173,Dr LURIE Alain,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1173,Dr LURIE Alain,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1173,Dr LURIE Alain,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1173,Dr LURIE Alain,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1173,Dr LURIE Alain,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1173,Dr LURIE Alain,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1173,Dr LURIE Alain,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1173,Dr LURIE Alain,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1173,Dr LURIE Alain,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,280,Dr LY Axelle,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,529,Dr LY Axelle,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,280,Dr LY Axelle,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,529,Dr LY Axelle,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,280,Dr LY Axelle,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,529,Dr LY Axelle,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,280,Dr LY Axelle,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,529,Dr LY Axelle,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,280,Dr LY Axelle,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,529,Dr LY Axelle,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,280,Dr LY Axelle,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,529,Dr LY Axelle,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,280,Dr LY Axelle,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,529,Dr LY Axelle,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,280,Dr LY Axelle,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,529,Dr LY Axelle,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,280,Dr LY Axelle,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,529,Dr LY Axelle,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,280,Dr LY Axelle,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,529,Dr LY Axelle,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,280,Dr LY Axelle,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,529,Dr LY Axelle,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,280,Dr LY Axelle,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,529,Dr LY Axelle,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1419,Dr LY Benoit,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1419,Dr LY Benoit,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1419,Dr LY Benoit,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1419,Dr LY Benoit,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1419,Dr LY Benoit,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1419,Dr LY Benoit,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1419,Dr LY Benoit,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1419,Dr LY Benoit,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1419,Dr LY Benoit,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1419,Dr LY Benoit,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1419,Dr LY Benoit,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1419,Dr LY Benoit,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1778,Dr MACAUX Michelle,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1778,Dr MACAUX Michelle,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1778,Dr MACAUX Michelle,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1778,Dr MACAUX Michelle,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1778,Dr MACAUX Michelle,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1778,Dr MACAUX Michelle,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1778,Dr MACAUX Michelle,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1778,Dr MACAUX Michelle,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1778,Dr MACAUX Michelle,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1778,Dr MACAUX Michelle,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1778,Dr MACAUX Michelle,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1778,Dr MACAUX Michelle,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1120,Dr MACON Constance,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1120,Dr MACON Constance,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1120,Dr MACON Constance,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1120,Dr MACON Constance,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1120,Dr MACON Constance,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1120,Dr MACON Constance,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1120,Dr MACON Constance,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1120,Dr MACON Constance,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1120,Dr MACON Constance,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1120,Dr MACON Constance,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1120,Dr MACON Constance,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1120,Dr MACON Constance,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,507,Dr MADI Soumayat,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,507,Dr MADI Soumayat,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,507,Dr MADI Soumayat,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,507,Dr MADI Soumayat,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,507,Dr MADI Soumayat,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,507,Dr MADI Soumayat,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,507,Dr MADI Soumayat,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,507,Dr MADI Soumayat,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,507,Dr MADI Soumayat,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,507,Dr MADI Soumayat,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,507,Dr MADI Soumayat,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,507,Dr MADI Soumayat,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,106,Dr MAGALHAES Adele,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,106,Dr MAGALHAES Adele,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,106,Dr MAGALHAES Adele,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,106,Dr MAGALHAES Adele,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,106,Dr MAGALHAES Adele,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,106,Dr MAGALHAES Adele,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,106,Dr MAGALHAES Adele,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,106,Dr MAGALHAES Adele,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,106,Dr MAGALHAES Adele,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,106,Dr MAGALHAES Adele,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,106,Dr MAGALHAES Adele,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,106,Dr MAGALHAES Adele,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1405,Dr MAGEAU Arthur,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1405,Dr MAGEAU Arthur,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1405,Dr MAGEAU Arthur,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1405,Dr MAGEAU Arthur,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1405,Dr MAGEAU Arthur,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1405,Dr MAGEAU Arthur,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1405,Dr MAGEAU Arthur,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1405,Dr MAGEAU Arthur,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1405,Dr MAGEAU Arthur,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1405,Dr MAGEAU Arthur,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1405,Dr MAGEAU Arthur,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1405,Dr MAGEAU Arthur,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1437,Dr MAGGIORI Leon,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1437,Dr MAGGIORI Leon,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1437,Dr MAGGIORI Leon,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1437,Dr MAGGIORI Leon,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1437,Dr MAGGIORI Leon,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1437,Dr MAGGIORI Leon,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1437,Dr MAGGIORI Leon,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1437,Dr MAGGIORI Leon,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1437,Dr MAGGIORI Leon,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1437,Dr MAGGIORI Leon,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1437,Dr MAGGIORI Leon,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1437,Dr MAGGIORI Leon,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1207,Dr MAGNAN Benjamin,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1207,Dr MAGNAN Benjamin,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1207,Dr MAGNAN Benjamin,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1207,Dr MAGNAN Benjamin,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1207,Dr MAGNAN Benjamin,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1207,Dr MAGNAN Benjamin,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1207,Dr MAGNAN Benjamin,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1207,Dr MAGNAN Benjamin,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1207,Dr MAGNAN Benjamin,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1207,Dr MAGNAN Benjamin,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1207,Dr MAGNAN Benjamin,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1207,Dr MAGNAN Benjamin,3,Vu en consultation à l'hôpital,3,Suivi prolongé
